Cust ID,Cust Name,Cust State,Emp ID,Employee Job Title,Employee Name,Order Date,Order Num,Order Type,Prod Category,Prod Name,Prod Number,Sales Region,Number of Records,Order Total,Price,Quantity
3224,Jamie Monnelly,Iowa,900015476,Senior Sales Associate,Alexis Golsworthy,2019-06-08,1105362,Retail,eBooks,Building Your First Robot,EB502,N Central East,1,24.95,24.95,1
4170,Skelly MacKniely,Wisconsin,900015476,Senior Sales Associate,Alexis Golsworthy,2019-06-09,1105372,Retail,Blueprints,Ladybug Robot Blueprint,BP107,N Central East,1,12,12,1
3132,Hilpert Industries,Minnesota,900015476,Senior Sales Associate,Alexis Golsworthy,2019-06-13,1105403,Wholesale,Blueprints,Hexacopter Drone Blueprint,BP106,N Central East,1,44.95,8.99,5
3953,Reba Leffler,Michigan,900015476,Senior Sales Associate,Alexis Golsworthy,2019-06-14,1105409,Retail,Training Videos,Aerial Security,TV801,N Central East,1,36.99,36.99,1
2345,Bergstrom LLC,Minnesota,900015476,Senior Sales Associate,Alexis Golsworthy,2019-06-15,1105415,Wholesale,Blueprints,All Eyes Drone Blueprint,BP101,N Central East,1,79.92,9.99,8
3465,Kuvalis Group,Ohio,900015476,Senior Sales Associate,Alexis Golsworthy,2019-07-03,1105534,Wholesale,Training Videos,Drone Video Techniques,TV804,N Central East,1,303.92,37.99,8
2344,Bergnaum Group,Ohio,900015476,Senior Sales Associate,Alexis Golsworthy,2019-07-17,1105626,Wholesale,Training Videos,Understanding 3D Printing,TV809,N Central East,1,214.95,42.99,5
3132,Hilpert Industries,Minnesota,900015476,Senior Sales Associate,Alexis Golsworthy,2019-07-19,1105640,Wholesale,Drone Kits,BYOD-300,DK204,N Central East,1,1068,89,12
3557,Lockman Group,Kansas,900015476,Senior Sales Associate,Alexis Golsworthy,2019-07-30,1105701,Wholesale,eBooks,Helicopter Drones,EB511,N Central East,1,230.45,20.95,11
2767,Durgan Group,Indiana,900015476,Senior Sales Associate,Alexis Golsworthy,2019-08-09,1105770,Wholesale,Drones,DX-145 Drone,DS306,N Central East,1,16250,250,65
2371,Bins Inc.,Ohio,900015476,Senior Sales Associate,Alexis Golsworthy,2019-08-11,1105783,Wholesale,Blueprints,QuadroCopter Blueprint,BP109,N Central East,1,1109.99,10.99,101
3271,Jen Okuneva,Michigan,900015476,Senior Sales Associate,Alexis Golsworthy,2019-08-23,1105866,Retail,Blueprints,Cat Robot Blueprint,BP104,N Central East,1,4.99,4.99,1
3008,Green-Shields,Minnesota,900015476,Senior Sales Associate,Alexis Golsworthy,2019-08-27,1105890,Wholesale,Blueprints,Sleepy Eye Blueprint,BP110,N Central East,1,119.9,11.99,10
2312,Beahan Inc.,Hawaii,900019884,Sales Associate I,Amanda Hebden,2017-09-09,1100988,Wholesale,eBooks,GPS Drones,EB509,Southwest,1,219.89,19.99,11
4494,Zemlak Inc.,California,900019884,Sales Associate I,Amanda Hebden,2017-09-10,1100994,Wholesale,Drones,DTD-7000 Drone,DS303,Southwest,1,3600,450,8
4499,Zoo Technologies,Hawaii,900019884,Sales Associate I,Amanda Hebden,2017-09-20,1101070,Wholesale,Blueprints,Panda Robot Blueprint,BP108,Southwest,1,63.92,7.99,8
4102,Sauer AI Tech,Nevada,900019884,Sales Associate I,Amanda Hebden,2017-09-25,1101101,Wholesale,Training Videos,Understanding 3D Printing,TV809,Southwest,1,429.9,42.99,10
2337,Bengt Ennew,California,900019884,Sales Associate I,Amanda Hebden,2017-10-05,1101167,Retail,eBooks,Multi Rotor Drones,EB512,Southwest,1,24.95,24.95,1
3551,Little and Sons,California,900019884,Sales Associate I,Amanda Hebden,2017-10-25,1101311,Wholesale,Robots,RLK-9920 Robot,RS704,Southwest,1,5592,699,8
2665,Deborah Nilles,California,900019884,Sales Associate I,Amanda Hebden,2017-11-04,1101388,Retail,eBooks,Articulated Robots,EB501,Southwest,1,23.99,23.99,1
4073,Russel Group,California,900019884,Sales Associate I,Amanda Hebden,2017-12-03,1101575,Wholesale,Blueprints,QuadroCopter Blueprint,BP109,Southwest,1,65.94,10.99,6
2386,Boehm Inc.,Idaho,900019884,Sales Associate I,Amanda Hebden,2017-12-08,1101622,Wholesale,Robot Kits,BYOR-3000,RK605,Southwest,1,12840,214,60
4388,Victor Johnston,California,900019884,Sales Associate I,Amanda Hebden,2017-12-21,1101697,Retail,eBooks,Building Your Own Drone,EB503,Southwest,1,24.99,24.99,1
3551,Little and Sons,California,900019884,Sales Associate I,Amanda Hebden,2018-01-04,1101798,Wholesale,eBooks,Understanding Artificial Intelligence,EB521,Southwest,1,214.5,19.5,11
3551,Little and Sons,California,900019884,Sales Associate I,Amanda Hebden,2018-01-23,1101932,Wholesale,Robot Kits,BYOR-1000,RK602,Southwest,1,1900,190,10
2401,Breitenberg LLC,California,900019884,Sales Associate I,Amanda Hebden,2018-02-10,1102041,Wholesale,Drone Kits,BYOD-550,DK209,Southwest,1,1432,179,8
4367,Ursa Pilmoor,California,900019884,Sales Associate I,Amanda Hebden,2018-02-28,1102152,Retail,Robot Kits,BYOR-3535,RK606,Southwest,1,450,225,2
4425,Wehner and Sons,California,900019884,Sales Associate I,Amanda Hebden,2018-03-05,1102188,Wholesale,Training Videos,Virtual Reality Basics,TV813,Southwest,1,299.9,29.99,10
4056,Roxi Spenclay,Hawaii,900019884,Sales Associate I,Amanda Hebden,2018-03-09,1102216,Retail,Robot Kits,BYOR-1500,RK603,Southwest,1,378,189,2
3672,Maxi Yukhtin,Hawaii,900019884,Sales Associate I,Amanda Hebden,2018-03-11,1102238,Retail,Blueprints,Panda Robot Blueprint,BP108,Southwest,1,7.99,7.99,1
2883,Fisher Inc.,Nevada,900019884,Sales Associate I,Amanda Hebden,2018-03-22,1102313,Wholesale,Drone Kits,BYOD-220,DK203,Southwest,1,552,69,8
2179,Alberta Alasdair,California,900019884,Sales Associate I,Amanda Hebden,2018-04-11,1102437,Retail,Robots,MICR-23K Robot,RS702,Southwest,1,899,899,1
3551,Little and Sons,California,900019884,Sales Associate I,Amanda Hebden,2018-04-14,1102460,Wholesale,Training Videos,Understanding Automation,TV810,Southwest,1,404.55,44.95,9
2883,Fisher Inc.,Nevada,900019884,Sales Associate I,Amanda Hebden,2018-05-04,1102589,Wholesale,Training Videos,Drone Video Techniques,TV804,Southwest,1,265.93,37.99,7
3241,Jaskolski Company,California,900019884,Sales Associate I,Amanda Hebden,2018-05-14,1102666,Wholesale,Blueprints,Cat Robot Blueprint,BP104,Southwest,1,29.94,4.99,6
2883,Fisher Inc.,Nevada,900019884,Sales Associate I,Amanda Hebden,2018-05-18,1102698,Wholesale,Blueprints,Bsquare Robot Blueprint,BP102,Southwest,1,476.47,8.99,53
4437,Wiatt Hawkyens,California,900019884,Sales Associate I,Amanda Hebden,2018-05-18,1102692,Retail,Drone Kits,BYOD-500,DK208,Southwest,1,334,167,2
3569,Lorry Matteuzzi,Hawaii,900019884,Sales Associate I,Amanda Hebden,2018-05-21,1102713,Retail,Robots,MICR-23K Robot,RS702,Southwest,1,1798,899,2
2210,Allyson Dumbare,California,900019884,Sales Associate I,Amanda Hebden,2018-06-11,1102847,Retail,Blueprints,Ladybug Robot Blueprint,BP107,Southwest,1,12,12,1
2605,Cybill Spooner,Nevada,900019884,Sales Associate I,Amanda Hebden,2018-06-17,1102894,Retail,eBooks,Articulated Robots,EB501,Southwest,1,23.99,23.99,1
4335,Toy LLC,California,900019884,Sales Associate I,Amanda Hebden,2018-06-17,1102902,Wholesale,eBooks,Drone Building Essentials,EB507,Southwest,1,153.89,13.99,11
4073,Russel Group,California,900019884,Sales Associate I,Amanda Hebden,2018-07-04,1103033,Wholesale,Training Videos,Drone Video Techniques,TV804,Southwest,1,189.95,37.99,5
2401,Breitenberg LLC,California,900019884,Sales Associate I,Amanda Hebden,2018-07-13,1103106,Wholesale,eBooks,Drone Building Essentials,EB507,Southwest,1,111.92,13.99,8
3857,Palmer Sothcott,Nevada,900019884,Sales Associate I,Amanda Hebden,2018-07-16,1103128,Retail,Blueprints,Sleepy Eye Blueprint,BP110,Southwest,1,11.99,11.99,1
4335,Toy LLC,California,900019884,Sales Associate I,Amanda Hebden,2018-07-19,1103158,Wholesale,eBooks,Fixed Wing Drones,EB508,Southwest,1,139.5,15.5,9
3323,Jolie Renner,California,900019884,Sales Associate I,Amanda Hebden,2018-07-29,1103237,Retail,Drone Kits,BYOD-200,DK202,Southwest,1,235.8,58.95,4
3279,Jere Court,California,900019884,Sales Associate I,Amanda Hebden,2018-08-24,1103427,Retail,Blueprints,Cat Robot Blueprint,BP104,Southwest,1,4.99,4.99,1
4102,Sauer AI Tech,Nevada,900019884,Sales Associate I,Amanda Hebden,2018-09-04,1103506,Wholesale,eBooks,Articulated Robots,EB501,Southwest,1,1391.42,23.99,58
4366,Upton LLC,California,900019884,Sales Associate I,Amanda Hebden,2018-09-14,1103577,Wholesale,eBooks,Delta Robots,EB506,Southwest,1,611.64,16.99,36
3852,Pacocha Inc.,California,900019884,Sales Associate I,Amanda Hebden,2018-09-20,1103610,Wholesale,Drone Kits,BYOD-220,DK203,Southwest,1,552,69,8
3493,Laurens Hammerberg,Hawaii,900019884,Sales Associate I,Amanda Hebden,2018-10-05,1103717,Retail,Robot Kits,BYOR-1500,RK603,Southwest,1,378,189,2
4054,Rowe Meric,California,900019884,Sales Associate I,Amanda Hebden,2018-10-11,1103744,Retail,Robot Kits,BYOR-1500,RK603,Southwest,1,189,189,1
4189,Spinka LLC,Nevada,900019884,Sales Associate I,Amanda Hebden,2018-10-15,1103774,Wholesale,Robot Kits,BYOR-3535,RK606,Southwest,1,1575,225,7
2690,Derby Heasly,California,900019884,Sales Associate I,Amanda Hebden,2018-10-18,1103798,Retail,eBooks,Polar Robots,EB514,Southwest,1,23.99,23.99,1
4083,Sally Gallego,California,900019884,Sales Associate I,Amanda Hebden,2018-11-09,1103930,Retail,Training Videos,Understanding Automation,TV810,Southwest,1,44.95,44.95,1
2710,Dillon Ankunding,California,900019884,Sales Associate I,Amanda Hebden,2018-12-04,1104092,Retail,Training Videos,Robotic Essentials,TV808,Southwest,1,34.99,34.99,1
2962,Geremy Krajcik,Hawaii,900019884,Sales Associate I,Amanda Hebden,2018-12-05,1104101,Retail,Robot Kits,BYOR-1000,RK602,Southwest,1,190,190,1
3551,Little and Sons,California,900019884,Sales Associate I,Amanda Hebden,2018-12-21,1104219,Wholesale,eBooks,Building Your First Robot,EB502,Southwest,1,299.4,24.95,12
2595,Crist Innovations,California,900019884,Sales Associate I,Amanda Hebden,2019-01-13,1104390,Wholesale,eBooks,Delta Robots,EB506,Southwest,1,118.93,16.99,7
3233,Janette MacBean,California,900019884,Sales Associate I,Amanda Hebden,2019-02-02,1104495,Retail,Drones,DTI-84 Drone,DS305,Southwest,1,455,455,1
2526,Christie Joder,California,900019884,Sales Associate I,Amanda Hebden,2019-02-12,1104553,Retail,Training Videos,Industrial 3D Printing,TV805,Southwest,1,49,49,1
3503,Leannon Group,California,900019884,Sales Associate I,Amanda Hebden,2019-02-14,1104570,Retail,Drones,DTD-7000 Drone,DS303,Southwest,1,27000,450,60
3479,Lanita Anetts,California,900019884,Sales Associate I,Amanda Hebden,2019-03-06,1104719,Retail,Training Videos,Industrial 3D Printing,TV805,Southwest,1,49,49,1
4063,Ruby Robel,Nevada,900019884,Sales Associate I,Amanda Hebden,2019-03-06,1104726,Retail,Training Videos,Cloud Computing,TV803,Southwest,1,29.99,29.99,1
2487,Cassin Inc.,California,900019884,Sales Associate I,Amanda Hebden,2019-03-28,1104875,Wholesale,Robots,RQTE-554 Robot,RS705,Southwest,1,2736,684,4
4393,Vinita Vidler,California,900019884,Sales Associate I,Amanda Hebden,2019-04-20,1105041,Retail,eBooks,Polar Robots,EB514,Southwest,1,23.99,23.99,1
2428,Brose Duinbleton,California,900019884,Sales Associate I,Amanda Hebden,2019-05-19,1105218,Retail,Training Videos,Understanding Raspberry PI,TV812,Southwest,1,28.99,28.99,1
2857,Fahey Forever Inc..,California,900019884,Sales Associate I,Amanda Hebden,2019-05-26,1105267,Wholesale,Drone Kits,BYOD-550,DK209,Southwest,1,1253,179,7
3551,Little and Sons,California,900019884,Sales Associate I,Amanda Hebden,2019-05-27,1105276,Wholesale,Robots,RLK-9920 Robot,RS704,Southwest,1,3495,699,5
2883,Fisher Inc.,Nevada,900019884,Sales Associate I,Amanda Hebden,2019-05-30,1105297,Wholesale,Robots,RLK-9920 Robot,RS704,Southwest,1,7689,699,11
4209,Stephanie Sweetman,California,900019884,Sales Associate I,Amanda Hebden,2019-06-21,1105456,Retail,Robot Kits,BYOR-3000,RK605,Southwest,1,214,214,1
4335,Toy LLC,California,900019884,Sales Associate I,Amanda Hebden,2019-07-19,1105644,Wholesale,Training Videos,AI for Educators,TV802,Southwest,1,4595.4,49.95,92
3241,Jaskolski Company,California,900019884,Sales Associate I,Amanda Hebden,2019-07-29,1105693,Wholesale,Drone Kits,BYOD-400,DK206,Southwest,1,1190,119,10
2893,Fonz Troy,Nevada,900019884,Sales Associate I,Amanda Hebden,2019-08-11,1105777,Retail,Training Videos,Open Source Code,TV807,Southwest,1,32.95,32.95,1
2858,Fallon Siburn,California,900019884,Sales Associate I,Amanda Hebden,2019-08-13,1105797,Retail,Blueprints,Sleepy Eye Blueprint,BP110,Southwest,1,11.99,11.99,1
3440,Koss Industries,Nevada,900019884,Sales Associate I,Amanda Hebden,2019-08-19,1105837,Wholesale,Training Videos,Open Source Code,TV807,Southwest,1,263.6,32.95,8
3207,Jacobi LLC,Arizona,900012297,Sales Associate,Amber Attarge,2017-09-03,1100946,Wholesale,eBooks,GPS Drones,EB509,S Central West,1,139.93,19.99,7
2581,Corkery International,Utah,900012297,Sales Associate,Amber Attarge,2017-09-07,1100975,Wholesale,Drones,DC-304 Drone,DS302,S Central West,1,1185,395,3
2378,Blue Sky Kites,Colorado,900012297,Sales Associate,Amber Attarge,2017-09-19,1101062,Wholesale,Training Videos,Mapping with Drones,TV806,S Central West,1,343,49,7
3087,Hazel Bison,Arizona,900012297,Sales Associate,Amber Attarge,2017-10-27,1101325,Retail,eBooks,Understanding Artificial Intelligence,EB521,S Central West,1,19.5,19.5,1
3327,Jones LLC,Arizona,900012297,Sales Associate,Amber Attarge,2017-11-04,1101386,Wholesale,Training Videos,Understanding Automation,TV810,S Central West,1,539.4,44.95,12
2186,Aldus Leisman,Utah,900012297,Sales Associate,Amber Attarge,2017-11-05,1101395,Retail,Training Videos,Understanding 3D Printing,TV809,S Central West,1,42.99,42.99,1
2764,Dulcie Geaney,Arizona,900012297,Sales Associate,Amber Attarge,2017-12-01,1101552,Retail,Training Videos,Mapping with Drones,TV806,S Central West,1,49,49,1
3698,Mersey Buckie,Utah,900012297,Sales Associate,Amber Attarge,2017-12-11,1101638,Retail,eBooks,Multi Rotor Drones,EB512,S Central West,1,24.95,24.95,1
3862,Parker Group,Arizona,900012297,Sales Associate,Amber Attarge,2017-12-21,1101700,Wholesale,Training Videos,Virtual Reality Basics,TV813,S Central West,1,329.89,29.99,11
3180,Irita Pinnick,Colorado,900012297,Sales Associate,Amber Attarge,2018-01-07,1101818,Retail,eBooks,Building Your Own Drone,EB503,S Central West,1,24.99,24.99,1
4332,Torphy Invisionaries,Arizona,900012297,Sales Associate,Amber Attarge,2018-02-16,1102078,Wholesale,Drone Kits,BYOD-400,DK206,S Central West,1,1547,119,13
3520,Leon Minocchi,Colorado,900012297,Sales Associate,Amber Attarge,2018-02-19,1102093,Retail,eBooks,Cartesian Robots,EB504,S Central West,1,12.99,12.99,1
2581,Corkery International,Utah,900012297,Sales Associate,Amber Attarge,2018-02-22,1102110,Wholesale,eBooks,Delta Robots,EB506,S Central West,1,220.87,16.99,13
4370,Vally Lardge,Colorado,900012297,Sales Associate,Amber Attarge,2018-03-13,1102253,Retail,Training Videos,Robotic Essentials,TV808,S Central West,1,34.99,34.99,1
3207,Jacobi LLC,Arizona,900012297,Sales Associate,Amber Attarge,2018-03-26,1102334,Wholesale,Blueprints,Panda Robot Blueprint,BP108,S Central West,1,79.9,7.99,10
2316,Bechtelar LLC,Arizona,900012297,Sales Associate,Amber Attarge,2018-05-08,1102619,Wholesale,Blueprints,Hexacopter Drone Blueprint,BP106,S Central West,1,341.62,8.99,38
2789,Elga Bedboro,Utah,900012297,Sales Associate,Amber Attarge,2018-05-15,1102683,Retail,Drone Kits,BYOD-550,DK209,S Central West,1,179,179,1
3886,Pennie Fillan,Colorado,900012297,Sales Associate,Amber Attarge,2018-06-06,1102814,Retail,eBooks,Understanding Artificial Intelligence,EB521,S Central West,1,19.5,19.5,1
2348,Bernadette Ketch,Arizona,900012297,Sales Associate,Amber Attarge,2018-06-10,1102841,Retail,Training Videos,Understanding Drone Regulations,TV811,S Central West,1,27.5,27.5,1
2525,Christiansen Group,Colorado,900012297,Sales Associate,Amber Attarge,2018-07-09,1103080,Wholesale,eBooks,Photograph Drones,EB513,S Central West,1,1139.24,14.99,76
